year,common,Eureka,Fort Bragg,Bodega Bay,San Francisco,Monterey,Morro Bay,Santa Barbara,Los Angeles,San Diego
2006,Opaleye,0,0,0,0,0,0,21,489,35
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$84 ,"$2,417 ",$140 
2006,"Pomfret, Pacific",0,0,0,0,0,0,26,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$13 ,$0 ,$0 
2006,"Ratfish, spotted",0,0,0,0,0,0,3,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2006,"Ray, Pacific electric",0,0,0,0,0,0,"1,022",225,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,044 ",$800 ,$0 
2006,"Ray, bat",0,0,0,0,0,0,0,"5,203",0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,525 ",$0 
2006,"Ray, unspecified",0,0,0,0,0,0,10,2,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$10 ,$20 ,$0 
2006,"Rockfish, China","2,152","3,470",371,407,101,69,10,0,0
2006,EMPTY,"$15,216 ","$24,212 ","$2,348 ","$3,491 ",$733 ,$607 ,$56 ,$0 ,$0 
2006,"Rockfish, Mexican",0,0,0,0,0,0,818,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$818 ,$0 ,$0 
2006,"Rockfish, Pacific ocean perch",682,0,39,0,0,0,0,0,0
2006,EMPTY,$328 ,$0 ,$126 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2006,"Rockfish, aurora",25,0,0,0,168,96,44,393,151
2006,EMPTY,$10 ,$0 ,$0 ,$0 ,$84 ,$23 ,$9 ,$493 ,$179 
2006,"Rockfish, bank",12,"2,818",20,"5,344","43,409","19,933",565,346,"4,661"
2006,EMPTY,$11 ,"$1,832 ",$22 ,"$5,344 ","$33,126 ","$19,106 ",$490 ,$779 ,"$5,260 "
2006,"Rockfish, black-and-yellow",203,"2,294",805,784,"3,800","10,485",30,0,0
2006,EMPTY,$619 ,"$14,186 ","$4,804 ","$4,369 ","$28,993 ","$76,510 ",$207 ,$0 ,$0 
2006,"Rockfish, black","132,263","2,062",284,"3,308",279,114,11,100,0
2006,EMPTY,"$241,864 ","$2,774 ",$526 ,"$7,318 ",$464 ,$202 ,$11 ,$286 ,$0 
2006,"Rockfish, blackgill",84,24,"4,799","13,922","33,403","27,628","35,554","16,220","16,616"
2006,EMPTY,$84 ,$0 ,"$3,119 ","$18,562 ","$26,196 ","$33,005 ","$39,373 ","$27,763 ","$16,900 "
2006,"Rockfish, blue","22,363","3,825","2,249","3,457","6,151",963,624,4,0
2006,EMPTY,"$28,808 ","$5,945 ","$3,310 ","$8,618 ","$9,474 ","$1,246 ","$1,802 ",$4 ,$0 
2006,"Rockfish, bocaccio",53,795,"1,454",137,"3,839",317,"1,601","1,368",928
2006,EMPTY,$34 ,$412 ,"$2,194 ",$420 ,"$5,632 ",$643 ,"$1,911 ","$2,845 ",$970 
2006,"Rockfish, bronzespotted",0,0,0,0,0,0,29,60,116
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$29 ,$175 ,$261 
2006,"Rockfish, brown","1,462","1,055",268,"3,110","1,482","37,919",82,0,126
2006,EMPTY,"$4,936 ","$5,747 ","$1,605 ","$19,981 ","$8,234 ","$230,752 ",$472 ,$0 ,$280 
2006,"Rockfish, canary","1,848","1,064",0,"2,305",69,199,0,0,0
2006,EMPTY,"$1,045 ",$532 ,$0 ,"$1,371 ",$52 ,$199 ,$0 ,$0 ,$0 
2006,"Rockfish, chilipepper","31,160","9,657","6,460","23,715","21,479","1,078",83,99,44
2006,EMPTY,"$9,398 ","$5,124 ","$6,977 ","$19,550 ","$14,445 ","$1,118 ",$87 ,$219 ,$99 
2006,"Rockfish, copper","3,351","1,693",68,284,35,682,"2,076",137,9
2006,EMPTY,"$11,135 ","$4,586 ",$416 ,"$1,911 ",$120 ,"$4,298 ","$9,556 ",$377 ,$15 
2006,"Rockfish, darkblotched","21,923","21,647",488,457,713,519,0,0,0
2006,EMPTY,"$10,809 ","$11,387 ",$308 ,$831 ,$663 ,"$1,833 ",$0 ,$0 ,$0 
2006,"Rockfish, flag",0,1,0,21,0,449,59,1,0
2006,EMPTY,$0 ,$1 ,$0 ,$95 ,$0 ,$562 ,$141 ,$1 ,$0 
2006,"Rockfish, gopher",32,"9,970","1,939","2,424","3,406","16,230",157,0,263
2006,EMPTY,$168 ,"$66,361 ","$11,216 ","$18,815 ","$24,721 ","$118,304 ",$912 ,$0 ,$316 
2006,"Rockfish, grass",967,"1,313",555,625,"4,113","20,803","10,607",5,28
2006,EMPTY,"$4,938 ","$9,411 ","$3,292 ","$3,495 ","$36,405 ","$204,061 ","$117,444 ",$28 ,$128 
2006,"Rockfish, greenblotched",0,0,0,0,80,0,906,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$100 ,$0 ,$942 ,$0 ,$0 
2006,"Rockfish, greenspotted",0,11,0,0,97,50,228,55,12
2006,EMPTY,$0 ,$11 ,$0 ,$0 ,$155 ,$50 ,$536 ,$94 ,$29 
2006,"Rockfish, greenstriped",159,2,0,0,0,0,20,0,0
2006,EMPTY,$79 ,$2 ,$0 ,$0 ,$0 ,$0 ,$20 ,$0 ,$0 
2006,"Rockfish, group bolina",0,4,953,"5,662",89,84,256,0,1
2006,EMPTY,$0 ,$29 ,"$5,658 ","$36,186 ",$436 ,$441 ,"$1,498 ",$0 ,$0 
2006,"Rockfish, group deep nearshore.",0,0,500,0,0,0,0,0,291
2006,EMPTY,$0 ,$0 ,$750 ,$0 ,$0 ,$0 ,$0 ,$0 ,$692 
2006,"Rockfish, group gopher",0,0,"1,219","1,902",957,170,26,0,0
2006,EMPTY,$0 ,$0 ,"$8,025 ","$13,314 ","$7,414 ","$1,006 ",$170 ,$0 ,$0 
2006,"Rockfish, group nearshore",0,0,548,0,0,310,0,824,10
2006,EMPTY,$0 ,$0 ,$847 ,$0 ,$0 ,$565 ,$0 ,"$1,853 ",$53 
2006,"Rockfish, group red",249,4,50,307,"5,074","1,470","4,263","1,417",536
2006,EMPTY,$125 ,$14 ,$160 ,$447 ,"$3,266 ","$3,621 ","$10,689 ","$3,270 ","$1,141 "
2006,"Rockfish, group rosefish",540,"67,813","3,031","33,532","192,020","1,354",0,18,0
2006,EMPTY,$167 ,"$21,525 ",$929 ,"$10,999 ","$55,066 ",$508 ,$0 ,$18 ,$0 
2006,"Rockfish, group shelf",335,0,"1,101","3,082",0,41,0,"8,767","5,314"
2006,EMPTY,"$1,248 ",$0 ,"$1,563 ","$2,313 ",$0 ,$43 ,$0 ,"$19,710 ","$10,640 "
2006,"Rockfish, group slope","26,485","37,069",891,"19,147","27,045","13,310",0,622,"1,635"
2006,EMPTY,"$13,151 ","$18,544 ",$677 ,"$12,942 ","$24,100 ","$7,649 ",$0 ,"$1,400 ","$2,013 "
2006,"Rockfish, group small","1,196",3,8,"1,881",4,18,0,0,0
2006,EMPTY,$425 ,$5 ,$48 ,$945 ,$5 ,$27 ,$0 ,$0 ,$0 
2006,"Rockfish, honeycomb",0,0,0,0,0,0,18,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2006,"Rockfish, kelp",0,0,0,12,741,528,270,0,7
2006,EMPTY,$0 ,$0 ,$0 ,$96 ,"$4,883 ","$2,779 ","$1,528 ",$0 ,$30 
2006,"Rockfish, olive",21,0,54,419,"1,257",77,234,506,16
2006,EMPTY,$26 ,$0 ,$81 ,"$1,060 ","$1,472 ",$108 ,$675 ,"$1,129 ",$2 
2006,"Rockfish, quillback","8,143",450,0,581,0,0,0,0,0
2006,EMPTY,"$38,295 ","$2,285 ",$0 ,"$4,407 ",$0 ,$0 ,$0 ,$0 ,$0 
2006,"Rockfish, redbanded","1,077",2,0,0,0,0,0,0,0
2006,EMPTY,"$1,335 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2006,"Rockfish, rosethorn",0,28,0,38,0,0,0,0,0
2006,EMPTY,$0 ,$19 ,$0 ,$168 ,$0 ,$0 ,$0 ,$0 ,$0 
2006,"Rockfish, rosy",8,0,0,34,0,708,45,2,0
2006,EMPTY,$28 ,$0 ,$0 ,$23 ,$0 ,$144 ,$62 ,$8 ,$0 
2006,"Rockfish, shortbelly",608,0,0,0,0,0,0,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2006,"Rockfish, speckled",0,0,0,0,4,0,642,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$28 ,$0 ,$787 ,$0 ,$0 
2006,"Rockfish, splitnose","5,358",164,0,"11,881",73,0,128,0,1
2006,EMPTY,"$1,723 ",$52 ,$0 ,"$3,866 ",$89 ,$0 ,$141 ,$0 ,$0 
2006,"Rockfish, starry",0,9,0,16,61,17,172,4,2
2006,EMPTY,$0 ,$9 ,$0 ,$49 ,$136 ,$61 ,$413 ,$4 ,$6 
2006,"Rockfish, swordspine",0,0,0,0,0,0,25,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$25 ,$0 ,$0 
2006,"Rockfish, treefish",0,0,0,3,27,"1,434",74,3,171
2006,EMPTY,$0 ,$0 ,$0 ,$18 ,$196 ,"$12,731 ",$367 ,$4 ,$89 
2006,"Rockfish, unspecified",320,47,921,732,"3,666",21,"1,379",54,375
2006,EMPTY,$218 ,$87 ,"$2,528 ",$819 ,"$3,206 ",$49 ,"$2,356 ",$93 ,$398 
2006,"Rockfish, vermilion","6,372","4,042",529,"3,337","4,105","8,242","6,711",422,249
2006,EMPTY,"$12,743 ","$9,341 ",$921 ,"$12,930 ","$9,958 ","$22,625 ","$13,832 ",$913 ,$603 
2006,"Rockfish, widow","8,449",736,600,128,"7,834",13,255,21,0
2006,EMPTY,"$5,817 ",$368 ,$900 ,$195 ,"$7,373 ",$24 ,$295 ,$47 ,$0 
2006,"Rockfish, yelloweye",8,0,2,0,0,0,0,0,0
2006,EMPTY,$4 ,$0 ,$2 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2006,"Rockfish, yellowtail","1,395",295,"1,200","6,357","1,947",193,184,0,0
2006,EMPTY,"$1,525 ",$342 ,"$1,947 ","$9,997 ","$3,492 ",$344 ,$332 ,$0 ,$0 
2006,Sablefish,"1,305,722","967,386","20,713","303,228","545,553","266,379","34,881","54,273","59,812"
2006,EMPTY,"$1,897,863 ","$1,148,302 ","$25,298 ","$460,962 ","$677,566 ","$330,930 ","$52,173 ","$120,014 ","$177,060 "
2006,"Salmon, Chinook","2,630","287,911","447,915","208,504","73,967","11,137",274,0,0
2006,EMPTY,"$4,108 ","$1,419,563 ","$2,190,759 ","$1,118,208 ","$449,759 ","$71,153 ","$1,868 ",$0 ,$0 
2006,"Salmon, Roe (Chinook, Coho)",0,0,0,93,0,0,0,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$107 ,$0 ,$0 ,$0 ,$0 ,$0 
2006,"Sanddab, Pacific",0,0,0,0,0,0,0,323,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$323 ,$0 
2006,Sanddab,"96,391",4,13,"144,778","8,410",6,104,"3,593",49
2006,EMPTY,"$44,826 ",$4 ,$5 ,"$64,882 ","$6,626 ",$0 ,$53 ,"$12,798 ",$109 
2006,"Sardine, Pacific",0,0,0,"288,552","39,045,718",115,"4,266,405","59,043,970","39,032"
2006,EMPTY,$0 ,$0 ,$0 ,"$8,649 ","$1,642,783 ",$115 ,"$181,293 ","$3,244,992 ","$10,382 "
2006,Sargo,0,0,0,0,0,0,0,12,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$29 ,$0 
2006,"Scorpionfish, California",0,0,0,0,0,0,"1,074","4,454",409
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,793 ","$13,599 ","$1,018 "
2006,"Sculpin, staghorn",0,0,17,"2,476",0,0,0,0,0
2006,EMPTY,$0 ,$0 ,$39 ,"$7,737 ",$0 ,$0 ,$0 ,$0 ,$0 
2006,"Seabass, white",0,0,0,"3,491","2,292","5,678","183,847","155,762","32,870"
2006,EMPTY,$0 ,$0 ,$0 ,"$11,916 ","$6,611 ","$13,101 ","$396,256 ","$296,655 ","$71,742 "
2006,Senorita,0,0,0,0,0,0,0,27,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$220 ,$0 
2006,"Shad, American",530,0,0,150,0,0,2,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$45 ,$0 ,$0 ,$1 ,$0 ,$0 
2006,"Shad, threadfin",0,0,0,19,0,0,0,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$8 ,$0 ,$0 ,$0 ,$0 ,$0 
2006,"Shark, Pacific angel",0,0,0,0,0,632,"12,770","1,590",12
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$312 ,"$15,128 ","$1,079 ",$0 
2006,"Shark, bigeye thresher",0,0,0,0,0,0,0,"2,820","2,792"
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$2,583 ","$1,592 "
2006,"Shark, brown smoothhound",0,0,0,0,201,0,"3,436","1,664",0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$93 ,$0 ,"$2,315 ","$2,658 ",$0 
2006,"Shark, gray smoothhound",0,0,0,0,0,0,0,619,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,230 ",$0 
2006,"Shark, horn",0,0,0,0,0,0,13,8,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$190 ,$0 
2006,"Shark, leopard",0,216,384,"6,260",313,259,"4,046","6,946","1,269"
2006,EMPTY,$0 ,$298 ,$357 ,"$7,097 ",$315 ,$298 ,"$3,805 ","$6,461 ","$1,552 "
2006,"Shark, pelagic thresher",0,0,0,0,58,127,18,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$53 ,$191 ,$102 ,$0 ,$0 
2006,"Shark, sevengill",0,0,0,0,0,269,109,40,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$296 ,$86 ,$24 ,$0 
2006,"Shark, shortfin mako",0,0,0,334,"1,730","8,661","7,618","14,732","36,420"
2006,EMPTY,$0 ,$0 ,$0 ,$297 ,"$1,690 ","$8,269 ","$9,489 ","$17,283 ","$41,389 "
2006,"Shark, smooth hammerhead",0,0,0,129,0,0,269,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$129 ,$0 ,$0 ,$445 ,$0 ,$0 
2006,"Shark, soupfin",0,27,0,"3,192",429,"3,347","6,333","10,471","16,732"
2006,EMPTY,$0 ,$27 ,$0 ,"$2,192 ",$476 ,"$2,597 ","$5,685 ","$7,691 ","$21,554 "
2006,"Shark, spiny dogfish","1,163",0,0,443,"16,605",31,0,"13,495",0
2006,EMPTY,$0 ,$0 ,$0 ,$258 ,"$4,255 ",$0 ,$0 ,"$14,667 ",$0 
2006,"Shark, swell",0,0,0,0,0,0,207,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2006,"Shark, thresher",0,0,0,679,870,"12,484","35,279","49,190","107,067"
2006,EMPTY,$0 ,$0 ,$0 ,$713 ,"$1,231 ","$15,077 ","$45,081 ","$73,511 ","$159,458 "
2006,"Shark, unspecified",0,0,35,"8,396",328,0,83,12,0
2006,EMPTY,$0 ,$0 ,$35 ,"$5,083 ",$275 ,$0 ,$145 ,$5 ,$0 
2006,"Shark, white",0,0,0,0,0,0,411,56,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2006,"Sharks, cow",20,0,0,0,0,0,0,0,0
2006,EMPTY,$25 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2006,"Sheephead, California",0,0,0,25,15,"1,146","21,770","26,017","36,626"
2006,EMPTY,$0 ,$0 ,$0 ,$50 ,$38 ,"$3,597 ","$84,300 ","$120,354 ","$158,876 "
2006,Silversides,0,0,0,0,0,0,0,5,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$36 ,$0 
2006,"Skate, thornback",0,0,0,0,0,0,0,2,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$20 ,$0 
2006,"Skate, unspecified","223,275","1,333","1,852","14,111","16,695",956,"1,323","8,741",0
2006,EMPTY,"$33,704 ",$133 ,$185 ,"$4,807 ","$4,514 ",$371 ,$747 ,"$3,097 ",$0 
2006,"Smelt, night","207,279",0,0,223,53,0,0,0,0
2006,EMPTY,"$73,033 ",$0 ,$0 ,$357 ,$53 ,$0 ,$0 ,$0 ,$0 
2006,"Smelt, surf","138,683",0,0,570,2,0,0,0,0
2006,EMPTY,"$48,822 ",$0 ,$0 ,$570 ,$2 ,$0 ,$0 ,$0 ,$0 
2006,"Sole, Dover","2,062,620","1,106,027","40,475","216,737","428,810","24,919",29,322,0
2006,EMPTY,"$783,314 ","$415,469 ","$11,969 ","$81,310 ","$128,809 ","$7,437 ",$56 ,$982 ,$0 
2006,"Sole, English","530,268","25,017","4,967","80,967","17,017",363,"1,192",0,0
2006,EMPTY,"$176,662 ","$8,005 ","$1,733 ","$32,410 ","$6,585 ",$306 ,"$2,608 ",$0 ,$0 
2006,"Sole, butter",0,0,0,0,0,0,157,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$79 ,$0 ,$0 
2006,"Sole, petrale","840,653","162,769","15,571","449,746","188,435","2,167",7,2,20
2006,EMPTY,"$850,101 ","$171,294 ","$19,017 ","$475,420 ","$207,612 ","$2,526 ",$11 ,$0 ,$5 
2006,"Sole, rex","210,658","62,609","2,728","29,322","23,688",0,19,50,0
2006,EMPTY,"$73,841 ","$22,538 ","$1,080 ","$12,055 ","$9,710 ",$0 ,$28 ,$70 ,$0 
2006,"Sole, rock",0,0,0,"12,545",4,21,0,16,0
2006,EMPTY,$0 ,$0 ,$0 ,"$6,649 ",$4 ,$120 ,$0 ,$16 ,$0 
2006,"Sole, sand",54,0,6,"14,758",991,638,0,18,0
2006,EMPTY,$31 ,$0 ,$3 ,"$13,293 ","$1,456 ",$681 ,$0 ,$18 ,$0 
2006,"Sole, unspecified",0,22,155,602,141,444,"20,318","8,543",44
2006,EMPTY,$0 ,$0 ,$217 ,$955 ,$144 ,$470 ,"$11,756 ","$11,029 ",$104 
2006,Stingray,0,0,0,88,0,0,55,20,0
2006,EMPTY,$0 ,$0 ,$0 ,$44 ,$0 ,$0 ,$28 ,$0 ,$0 
2006,"Sunfish, ocean",0,0,0,0,0,0,6,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$24 ,$0 ,$0 
2006,"Surfperch, barred",0,0,0,0,20,"2,800","2,955",0,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$40 ,"$5,313 ","$7,646 ",$0 ,$0 
2006,"Surfperch, black",0,0,0,0,0,3,3,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$3 ,$12 ,$0 ,$0 
2006,"Surfperch, pile",103,0,0,0,0,0,0,0,0
2006,EMPTY,$206 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2006,"Surfperch, rainbow",0,0,0,0,0,0,6,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$19 ,$0 ,$0 
2006,"Surfperch, redtail","12,984",13,32,0,42,8,0,0,0
2006,EMPTY,"$12,495 ",$13 ,$0 ,$0 ,$62 ,$15 ,$0 ,$0 ,$0 
2006,"Surfperch, rubberlip",0,0,0,0,0,0,77,112,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$182 ,$86 ,$0 
2006,"Surfperch, shiner",0,0,0,135,0,0,0,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$270 ,$0 ,$0 ,$0 ,$0 ,$0 
2006,"Surfperch, unspecified",124,12,"1,203","4,998",3,"9,459",605,983,0
2006,EMPTY,$186 ,$21 ,"$4,448 ","$14,870 ",$3 ,"$21,278 ","$1,231 ","$2,302 ",$0 
2006,"Surfperch, walleye",0,0,0,0,45,0,0,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$70 ,$0 ,$0 ,$0 ,$0 
2006,Swordfish,0,0,0,"4,455","37,044","96,554","24,551","201,728","455,161"
2006,EMPTY,$0 ,$0 ,$0 ,"$10,024 ","$103,845 ","$264,985 ","$94,620 ","$769,059 ","$1,477,029 "
2006,"Thornyhead, longspine","510,470","471,240","6,633","45,669","161,074","9,739","13,797","2,409","4,714"
2006,EMPTY,"$280,927 ","$243,593 ","$1,991 ","$27,729 ","$149,167 ","$4,833 ","$20,087 ","$2,819 ","$8,055 "
2006,"Thornyhead, shortspine","179,724","143,470","4,033","21,274","90,081","10,299","49,611","79,031","130,803"
2006,EMPTY,"$204,601 ","$146,555 ","$2,676 ","$33,455 ","$228,450 ","$11,337 ","$127,152 ","$282,901 ","$488,059 "
2006,Thornyheads,0,0,0,1,300,55,"8,104","19,347","1,016"
2006,EMPTY,$0 ,$0 ,$0 ,$1 ,$299 ,$208 ,"$17,042 ","$69,844 ","$3,721 "
2006,Topsmelt,0,0,0,0,0,0,0,12,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$70 ,$0 
2006,"Tuna, albacore","195,598","13,796","25,275","22,606","58,560","19,251","37,168","73,265","12,330"
2006,EMPTY,"$212,586 ","$22,419 ","$43,443 ","$43,086 ","$64,667 ","$21,943 ","$53,200 ","$49,668 ","$12,447 "
2006,"Tuna, bigeye",0,0,0,0,0,0,"68,500",342,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$204,697 ",$171 ,$0 
2006,"Tuna, bluefin",0,0,0,83,168,398,275,201,556
2006,EMPTY,$0 ,$0 ,$0 ,$249 ,$520 ,"$1,014 ",$595 ,$449 ,$947 
2006,"Tuna, skipjack",0,0,0,0,0,295,895,"101,195","2,660"
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$105 ,$836 ,"$38,803 ",$579 
2006,"Tuna, unspecified",0,0,0,0,0,0,0,"1,772",0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,895 ",$0 
2006,"Tuna, yellowfin",0,0,0,0,0,0,"36,372","123,720","3,679"
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$103,231 ","$65,247 ","$6,428 "
2006,"Turbot, curlfin",163,0,0,0,0,0,0,0,0
2006,EMPTY,$52 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2006,Turbot,0,0,0,"1,008",150,56,0,0,0
2006,EMPTY,$0 ,$0 ,$0 ,$395 ,$60 ,$85 ,$0 ,$0 ,$0 
2006,Wahoo,0,0,0,0,0,0,"1,976",0,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$5,096 ",$0 ,$0 
2006,"Whitefish, ocean",0,0,0,0,0,0,"2,389",359,423
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$7,223 ",$676 ,$336 
2006,"Whiting, Pacific","11,965,372",0,0,3,"3,346",0,"1,027",223,4
2006,EMPTY,"$1,359,396 ",$0 ,$0 ,$0 ,$167 ,$0 ,$421 ,$518 ,$0 
2006,"Wrasse, rock",0,0,0,0,0,0,15,12,0
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$80 ,$0 
2006,Yellowtail,0,0,0,0,0,334,"2,290","24,014","13,769"
2006,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$668 ,"$3,932 ","$29,500 ","$18,878 "
2007,"Anchovy, northern",0,0,0,0,"16,985,051",0,"3,874,904","2,045,418",93
2007,EMPTY,$0 ,$0 ,$0 ,$0 ,"$848,900 ",$0 ,"$214,824 ","$83,304 ",$47 
2007,"Barracuda, California",0,0,0,22,77,0,997,"80,056","8,330"
2007,EMPTY,$0 ,$0 ,$0 ,$22 ,$77 ,$0 ,$767 ,"$48,790 ","$11,154 "
2007,"Bass, giant sea",0,0,0,0,0,0,"3,194","3,173","1,585"
2007,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$8,839 ","$5,517 ","$4,287 "
2007,Blacksmith,0,0,0,0,0,0,0,16,0
2007,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$240 ,$0 
2007,"Bonito, Pacific",0,0,0,0,0,0,"42,225","444,697","1,531"
2007,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$24,486 ","$133,090 ","$1,310 "
2007,Butterfish (Pacific pompano)..,0,0,0,"1,445",396,37,"5,838","4,941",0
2007,EMPTY,$0 ,$0 ,$0 ,"$4,120 ",$407 ,$37 ,"$6,168 ","$22,618 ",$0 
2007,Cabezon,"6,624","7,830",644,"1,260","4,829","27,789","5,753",380,955
2007,EMPTY,"$24,185 ","$38,614 ","$3,272 ","$6,266 ","$32,005 ","$174,984 ","$40,823 ","$1,318 ","$4,862 "
2007,Carp,0,0,0,"7,276",0,0,0,0,0
2007,EMPTY,$0 ,$0 ,$0 ,"$15,049 ",$0 ,$0 ,$0 ,$0 ,$0 
2007,"Corvina, shortfin",0,0,0,61,0,0,0,0,0
2007,EMPTY,$0 ,$0 ,$0 ,$153 ,$0 ,$0 ,$0 ,$0 ,$0 
2007,"Croaker, unspecifed",0,0,0,"2,264",0,0,0,0,0
2007,EMPTY,$0 ,$0 ,$0 ,"$2,305 ",$0 ,$0 ,$0 ,$0 ,$0 
2007,"Croaker, white",0,0,0,"2,212","5,480",0,"25,556","31,760",0
2007,EMPTY,$0 ,$0 ,$0 ,$798 ,"$2,183 ",$0 ,"$14,231 ","$26,753 ",$0 
2007,Dolphin (fish),0,0,0,16,39,0,"3,989",0,128
2007,EMPTY,$0 ,$0 ,$0 ,$80 ,$39 ,$0 ,"$8,397 ",$0 ,$576 
2007,"Eel, California moray",0,0,0,0,0,0,"1,681",0,41
2007,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,682 ",$0 ,$123 
2007,"Eel, monkeyface (prickleback)",0,0,0,0,3,48,0,0,0
2007,EMPTY,$0 ,$0 ,$0 ,$0 ,$10 ,$113 ,$0 ,$0 ,$0 
2007,Eel,0,0,0,0,0,0,75,0,0
2007,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2007,Escolar,0,0,0,0,0,0,872,42,61
2007,EMPTY,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$1,744 ",$42 ,$31 
2007,"Fish, unspecified","1,014",0,0,10,0,0,0,200,0
2007,EMPTY,$305 ,$0 ,$0 ,$20 ,$0 ,$0 ,$0 ,$100 ,$0 
2007,"Flounder, arrowtooth","125,208","6,534",220,0,0,0,0,7,0
2007,EMPTY,"$12,870 ",$660 ,$26 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 
2007,"Flounder, starry","1,359",6,435,"26,682",399,483,0,0,3
